PROC_TRACEINFO,Binar OP130_Resultat_Global_v
I-B-XA1207672-190528-02625,0
I-B-XA1207672-190508-02189,0
I-B-XA1207672-190530-03456,0
I-B-XA1207672-190712-03417,0
I-B-XA1207672-190905-03633,1
I-B-XA1207672-190829-00778,0
I-B-XA1207672-190802-01422,0
I-B-XA1207672-190503-03880,0
I-B-XA1207672-190815-01147,0
I-B-XA1207672-190904-01523,0
I-B-XA1207672-190703-00954,0
I-B-XA1207672-190527-00577,0
I-B-XA1207672-190701-00462,0
I-B-XA1207672-190906-01797,0
I-B-XA1207672-190627-00836,0
I-B-XA1207672-190907-00137,0
I-B-XA1207672-190504-00107,0
I-B-XA1207672-190610-01033,0
I-B-XA1207672-190907-00337,0
I-B-XA1207672-190520-01160,0
I-B-XA1207672-190906-03112,0
I-B-XA1207672-190527-00224,0
I-B-XA1207672-190822-00463,0
I-B-XA1207672-190712-00886,0
I-B-XA1207672-190905-00557,0
I-B-XA1207672-190429-00639,0
I-B-XA1207672-190706-01348,0
I-B-XA1207672-190429-00122,0
I-B-XA1207672-190905-01238,0
I-B-XA1207672-190905-03854,0
I-B-XA1207672-190504-00805,0
I-B-XA1207672-190703-00827,0
I-B-XA1207672-190715-00237,0
I-B-XA1207672-190906-00291,0
I-B-XA1207672-190828-01401,0
I-B-XA1207672-190429-00048,0
I-B-XA1207672-190527-00172,0
I-B-XA1207672-190802-01765,0
I-B-XA1207672-190905-00939,0
I-B-XA1207672-190504-00756,0
I-B-XA1207672-190907-00432,0
I-B-XA1207672-190703-00868,0
I-B-XA1207672-190508-02752,0
I-B-XA1207672-190905-03750,0
I-B-XA1207672-190907-00638,0
I-B-XA1207672-190830-04980,0
I-B-XA1207672-190831-00232,0
I-B-XA1207672-190621-03381,0
I-B-XA1207672-190727-01082,0
I-B-XA1207672-190621-00757,0
I-B-XA1207672-190627-01054,0
I-B-XA1207672-190627-01579,0
I-B-XA1207672-190802-02300,0
I-B-XA1207672-190513-01267,0
I-B-XA1207672-190715-00553,0
I-B-XA1207672-190502-02342,0
I-B-XA1207672-190530-03170,0
I-B-XA1207672-190815-01523,0
I-B-XA1207672-190530-03547,0
I-B-XA1207672-190615-01612,0
I-B-XA1207672-190425-01135,0
I-B-XA1207672-190830-00768,0
I-B-XA1207672-190907-02422,0
I-B-XA1207672-190712-03538,0
I-B-XA1207672-190508-03680,0
I-B-XA1207672-190424-02104,0
I-B-XA1207672-190830-01007,0
I-B-XA1207672-190422-00222,0
I-B-XA1207672-190504-01698,0
I-B-XA1207672-190503-04254,0
I-B-XA1207672-190829-00131,0
I-B-XA1207672-190528-02194,0
I-B-XA1207672-190802-01135,0
I-B-XA1207672-190425-00749,0
I-B-XA1207672-190528-02849,0
I-B-XA1207672-190907-01775,0
I-B-XA1207672-190802-00432,0
I-B-XA1207672-190905-00863,0
I-B-XA1207672-190904-01454,0
I-B-XA1207672-190621-03330,0
I-B-XA1207672-190831-00129,0
I-B-XA1207672-190513-01002,0
I-B-XA1207672-190802-01230,0
I-B-XA1207672-190629-01027,0
I-B-XA1207672-190503-04336,0
I-B-XA1207672-190509-00113,0
I-B-XA1207672-190907-00059,0
I-B-XA1207672-190906-03313,0
I-B-XA1207672-190802-02877,0
I-B-XA1207672-190508-03874,0
I-B-XA1207672-190610-00874,0
I-B-XA1207672-190712-01657,0
I-B-XA1207672-190527-00703,0
I-B-XA1207672-190831-00554,0
I-B-XA1207672-190907-00544,0
I-B-XA1207672-190528-01544,0
I-B-XA1207672-190610-00498,0
I-B-XA1207672-190802-01425,0
I-B-XA1207672-190830-00878,0
I-B-XA1207672-190508-02689,0
I-B-XA1207672-190513-01323,0
I-B-XA1207672-190802-02012,0
I-B-XA1207672-190821-01215,0
I-B-XA1207672-190429-00155,0
I-B-XA1207672-190504-01201,0
I-B-XA1207672-190528-02064,0
I-B-XA1207672-190906-00940,0
I-B-XA1207672-190907-02510,0
I-B-XA1207672-190508-03510,0
I-B-XA1207672-190830-02970,0
I-B-XA1207672-190701-00664,0
I-B-XA1207672-190830-02092,0
I-B-XA1207672-190627-01238,0
I-B-XA1207672-190528-02023,0
I-B-XA1207672-190621-01429,0
I-B-XA1207672-190503-04334,0
I-B-XA1207672-190727-01593,0
I-B-XA1207672-190907-01961,0
I-B-XA1207672-190906-01219,0
I-B-XA1207672-190712-01201,0
I-B-XA1207672-190508-03546,0
I-B-XA1207672-190906-03238,0
I-B-XA1207672-190621-01358,0
I-B-XA1207672-190530-03199,0
I-B-XA1207672-190905-00954,0
I-B-XA1207672-190907-02120,0
I-B-XA1207672-190830-01015,0
I-B-XA1207672-190801-02709,0
I-B-XA1207672-190802-03009,0
I-B-XA1207672-190621-00812,0
I-B-XA1207672-190801-02641,0
I-B-XA1207672-190425-00633,0
I-B-XA1207672-190528-02936,0
I-B-XA1207672-190727-01543,0
I-B-XA1207672-190828-02049,0
I-B-XA1207672-190821-00953,0
I-B-XA1207672-190715-00525,0
I-B-XA1207672-190610-00926,0
I-B-XA1207672-190907-02216,0
I-B-XA1207672-190520-00058,0
I-B-XA1207672-190530-03679,0
I-B-XA1207672-190906-02379,0
I-B-XA1207672-190831-00812,0
I-B-XA1207672-190429-01278,0
I-B-XA1207672-190513-00788,0
I-B-XA1207672-190503-03145,0
I-B-XA1207672-190503-02652,0
I-B-XA1207672-190429-00014,0
I-B-XA1207672-190906-02689,0
I-B-XA1207672-190429-01263,0
I-B-XA1207672-190830-04004,0
I-B-XA1207672-190904-01659,0
I-B-XA1207672-190502-02281,0
I-B-XA1207672-190627-01069,0
I-B-XA1207672-190503-04206,0
I-B-XA1207672-190815-00601,0
I-B-XA1207672-190802-00736,0
I-B-XA1207672-190815-01096,0
I-B-XA1207672-190829-00273,0
I-B-XA1207672-190831-00268,0
I-B-XA1207672-190802-02098,0
I-B-XA1207672-190629-00914,0
I-B-XA1207672-190503-03505,0
I-B-XA1207672-190907-00322,0
I-B-XA1207672-190629-00812,0
I-B-XA1207672-190906-01561,0
I-B-XA1207672-190821-00984,0
I-B-XA1207672-190815-00611,0
I-B-XA1207672-190904-01203,0
I-B-XA1207672-190504-00868,0
I-B-XA1207672-190424-02889,0
I-B-XA1207672-190502-02706,0
I-B-XA1207672-190829-00790,0
I-B-XA1207672-190504-00055,0
I-B-XA1207672-190830-04016,0
I-B-XA1207672-190906-03814,0
I-B-XA1207672-190830-01365,0
I-B-XA1207672-190528-03377,0
I-B-XA1207672-190801-03535,0
I-B-XA1207672-190905-01092,0
I-B-XA1207672-190831-00686,0
I-B-XA1207672-190706-01916,0
I-B-XA1207672-190906-03722,0
I-B-XA1207672-190831-00459,0
I-B-XA1207672-190629-01032,0
I-B-XA1207672-190831-00525,0
I-B-XA1207672-190502-01254,0
I-B-XA1207672-190712-03391,0
I-B-XA1207672-190830-02433,0
I-B-XA1207672-190822-00664,0
I-B-XA1207672-190831-00680,0
I-B-XA1207672-190828-01842,0
I-B-XA1207672-190815-01790,0
I-B-XA1207672-190815-00169,0
I-B-XA1207672-190504-00551,0
I-B-XA1207672-190424-02764,0
I-B-XA1207672-190627-01566,0
I-B-XA1207672-190904-01334,0
I-B-XA1207672-190906-03946,0
I-B-XA1207672-190504-01795,0
I-B-XA1207672-190828-00931,1
I-B-XA1207672-190503-00250,0
I-B-XA1207672-190503-03273,0
I-B-XA1207672-190424-03085,0
I-B-XA1207672-190706-01846,0
I-B-XA1207672-190504-00235,0
I-B-XA1207672-190828-01157,0
I-B-XA1207672-190530-03735,0
I-B-XA1207672-190520-00621,0
I-B-XA1207672-190830-01623,0
I-B-XA1207672-190906-01448,0
I-B-XA1207672-190508-03703,0
I-B-XA1207672-190815-00711,0
I-B-XA1207672-190830-02047,0
I-B-XA1207672-190905-00810,0
I-B-XA1207672-190907-00926,0
I-B-XA1207672-190424-02066,0
I-B-XA1207672-190906-01121,0
I-B-XA1207672-190621-01032,0
I-B-XA1207672-190828-01188,0
I-B-XA1207672-190801-01385,0
I-B-XA1207672-190527-00455,0
I-B-XA1207672-190513-00676,0
I-B-XA1207672-190621-01548,0
I-B-XA1207672-190503-01092,0
I-B-XA1207672-190424-02942,0
I-B-XA1207672-190830-02480,0
I-B-XA1207672-190905-01033,0
I-B-XA1207672-190627-01491,0
I-B-XA1207672-190801-02365,0
I-B-XA1207672-190530-04233,0
I-B-XA1207672-190831-00204,0
I-B-XA1207672-190802-01502,0
I-B-XA1207672-190503-02592,0
I-B-XA1207672-190830-02782,0
I-B-XA1207672-190508-03263,0
I-B-XA1207672-190706-01429,0
I-B-XA1207672-190610-00708,0
I-B-XA1207672-190830-04890,0
I-B-XA1207672-190528-03365,0
I-B-XA1207672-190508-03007,0
I-B-XA1207672-190821-01402,0
I-B-XA1207672-190905-03506,0
I-B-XA1207672-190801-02141,0
I-B-XA1207672-190801-02007,0
I-B-XA1207672-190502-02229,0
I-B-XA1207672-190712-03310,0
I-B-XA1207672-190906-02693,0
I-B-XA1207672-190904-01689,0
I-B-XA1207672-190508-03307,0
I-B-XA1207672-190904-01219,0
I-B-XA1207672-190801-01176,0
I-B-XA1207672-190425-00949,0
I-B-XA1207672-190513-01109,0
I-B-XA1207672-190520-00843,0
I-B-XA1207672-190801-03731,0
I-B-XA1207672-190713-00216,0
I-B-XA1207672-190504-01555,0
I-B-XA1207672-190905-00489,0
I-B-XA1207672-190905-00792,0
I-B-XA1207672-190610-00115,0
I-B-XA1207672-190906-03382,0
I-B-XA1207672-190610-00027,0
I-B-XA1207672-190907-02346,0
I-B-XA1207672-190528-02031,0
I-B-XA1207672-190424-02556,0
I-B-XA1207672-190610-00343,0
I-B-XA1207672-190712-03294,0
I-B-XA1207672-190905-01406,0
I-B-XA1207672-190429-00773,0
I-B-XA1207672-190821-01349,0
I-B-XA1207672-190627-01146,0
I-B-XA1207672-190829-00817,0
I-B-XA1207672-190831-00098,0
I-B-XA1207672-190513-01603,0
I-B-XA1207672-190802-00534,0
I-B-XA1207672-190906-00256,0
I-B-XA1207672-190508-02433,0
I-B-XA1207672-190621-01185,0
I-B-XA1207672-190508-02191,0
I-B-XA1207672-190815-00595,0
I-B-XA1207672-190621-01254,0
I-B-XA1207672-190907-01069,0
I-B-XA1207672-190528-03112,0
I-B-XA1207672-190520-00388,0
I-B-XA1207672-190713-00881,0
I-B-XA1207672-190906-00087,0
I-B-XA1207672-190424-03079,0
I-B-XA1207672-190706-02099,0
I-B-XA1207672-190701-00738,0
I-B-XA1207672-190508-01968,0
I-B-XA1207672-190502-02520,0
I-B-XA1207672-190801-01296,0
I-B-XA1207672-190610-00541,0
I-B-XA1207672-190706-02178,0
I-B-XA1207672-190802-01856,0
I-B-XA1207672-190907-00565,0
I-B-XA1207672-190815-01849,0
I-B-XA1207672-190905-01224,0
I-B-XA1207672-190508-03104,0
I-B-XA1207672-190610-00981,0
I-B-XA1207672-190830-02414,0
I-B-XA1207672-190905-04132,0
I-B-XA1207672-190712-01777,0
I-B-XA1207672-190610-00834,0
I-B-XA1207672-190907-01800,0
I-B-XA1207672-190503-03831,0
I-B-XA1207672-190802-02039,0
I-B-XA1207672-190815-00128,0
I-B-XA1207672-190503-00014,0
I-B-XA1207672-190905-04201,0
I-B-XA1207672-190508-03291,0
I-B-XA1207672-190504-00031,0
I-B-XA1207672-190830-03826,0
I-B-XA1207672-190503-00602,0
I-B-XA1207672-190906-03783,0
I-B-XA1207672-190509-00006,0
I-B-XA1207672-190701-00533,0
I-B-XA1207672-190508-03971,0
I-B-XA1207672-190520-00756,0
I-B-XA1207672-190621-00856,0
I-B-XA1207672-190528-01866,0
I-B-XA1207672-190422-00367,0
I-B-XA1207672-190907-00743,0
I-B-XA1207672-190815-01356,0
I-B-XA1207672-190830-03301,0
I-B-XA1207672-190828-02913,0
I-B-XA1207672-190830-02738,0
I-B-XA1207672-190528-02852,0
I-B-XA1207672-190706-01819,0
I-B-XA1207672-190422-00716,0
I-B-XA1207672-190905-00724,0
I-B-XA1207672-190520-01308,0
I-B-XA1207672-190509-00091,0
I-B-XA1207672-190527-00511,0
I-B-XA1207672-190508-03785,0
I-B-XA1207672-190821-01197,0
I-B-XA1207672-190904-01646,0
I-B-XA1207672-190528-02714,0
I-B-XA1207672-190802-02705,0
I-B-XA1207672-190801-01360,0
I-B-XA1207672-190830-02463,0
I-B-XA1207672-190701-00610,0
I-B-XA1207672-190830-02035,0
I-B-XA1207672-190905-04272,0
I-B-XA1207672-190729-00232,0
I-B-XA1207672-190905-00439,0
I-B-XA1207672-190508-03985,0
I-B-XA1207672-190427-02115,0
I-B-XA1207672-190712-01262,0
I-B-XA1207672-190502-02947,0
I-B-XA1207672-190715-00358,0
I-B-XA1207672-190502-01126,0
I-B-XA1207672-190527-00825,0
I-B-XA1207672-190627-01292,0
I-B-XA1207672-190703-00874,0
I-B-XA1207672-190520-00287,0
I-B-XA1207672-190821-01405,0
I-B-XA1207672-190801-01629,0
I-B-XA1207672-190424-02669,0
I-B-XA1207672-190906-00497,0
I-B-XA1207672-190801-02012,0
I-B-XA1207672-190712-01406,0
I-B-XA1207672-190712-03372,0
I-B-XA1207672-190815-00520,0
I-B-XA1207672-190502-02671,0
I-B-XA1207672-190503-01038,0
I-B-XA1207672-190907-00303,0
I-B-XA1207672-190610-00499,0
I-B-XA1207672-190815-01556,0
I-B-XA1207672-190906-00488,0
I-B-XA1207672-190907-00498,0
I-B-XA1207672-190531-00291,0
I-B-XA1207672-190830-02642,0
I-B-XA1207672-190907-02502,0
I-B-XA1207672-190905-01514,0
I-B-XA1207672-190905-03714,0
I-B-XA1207672-190729-00101,0
I-B-XA1207672-190906-01436,0
I-B-XA1207672-190906-01120,0
I-B-XA1207672-190712-01237,0
I-B-XA1207672-190615-01668,0
I-B-XA1207672-190530-03808,0
I-B-XA1207672-190727-00733,0
I-B-XA1207672-190828-01422,0
I-B-XA1207672-190905-01591,0
I-B-XA1207672-190802-02868,0
I-B-XA1207672-190429-00534,0
I-B-XA1207672-190513-00963,0
I-B-XA1207672-190520-00591,0
I-B-XA1207672-190801-03633,0
I-B-XA1207672-190907-01891,0
I-B-XA1207672-190802-03006,0
I-B-XA1207672-190727-01612,0
I-B-XA1207672-190527-00482,0
I-B-XA1207672-190627-00896,0
I-B-XA1207672-190712-01771,0
I-B-XA1207672-190907-02460,0
I-B-XA1207672-190803-00515,0
I-B-XA1207672-190627-00945,0
I-B-XA1207672-190508-01922,0
I-B-XA1207672-190830-04583,0
I-B-XA1207672-190802-02706,0
I-B-XA1207672-190513-00094,0
I-B-XA1207672-190828-03487,0
I-B-XA1207672-190907-02080,0
I-B-XA1207672-190502-02628,0
I-B-XA1207672-190706-02129,0
I-B-XA1207672-190424-02911,0
I-B-XA1207672-190513-01114,0
I-B-XA1207672-190528-01391,0
I-B-XA1207672-190905-01282,0
I-B-XA1207672-190907-00793,0
I-B-XA1207672-190802-01579,0
I-B-XA1207672-190429-00737,0
I-B-XA1207672-190831-00871,0
I-B-XA1207672-190504-00992,0
I-B-XA1207672-190815-00191,0
I-B-XA1207672-190527-00109,0
I-B-XA1207672-190530-03369,0
I-B-XA1207672-190802-02359,0
I-B-XA1207672-190831-00411,0
I-B-XA1207672-190422-00024,0
I-B-XA1207672-190520-00973,0
I-B-XA1207672-190802-01726,0
I-B-XA1207672-190610-00057,0
I-B-XA1207672-190828-02016,0
I-B-XA1207672-190815-00400,0
I-B-XA1207672-190508-02092,0
I-B-XA1207672-190907-01990,0
I-B-XA1207672-190520-00420,0
I-B-XA1207672-190815-00652,0
I-B-XA1207672-190425-00159,1
I-B-XA1207672-190503-00230,0
I-B-XA1207672-190530-03732,0
I-B-XA1207672-190424-02428,0
I-B-XA1207672-190802-01837,0
I-B-XA1207672-190503-00308,0
I-B-XA1207672-190503-03720,0
I-B-XA1207672-190803-00182,0
I-B-XA1207672-190906-03036,0
I-B-XA1207672-190715-00635,0
I-B-XA1207672-190508-02908,0
I-B-XA1207672-190727-01380,0
I-B-XA1207672-190830-02264,0
I-B-XA1207672-190905-04284,0
I-B-XA1207672-190610-00674,0
I-B-XA1207672-190906-03014,0
I-B-XA1207672-190830-02660,0
I-B-XA1207672-190729-00271,0
I-B-XA1207672-190528-01952,0
I-B-XA1207672-190815-01509,0
I-B-XA1207672-190503-00584,0
I-B-XA1207672-190509-00041,0
I-B-XA1207672-190828-03076,0
I-B-XA1207672-190520-00775,0
I-B-XA1207672-190706-01449,0
I-B-XA1207672-190429-01240,0
I-B-XA1207672-190712-01301,0
I-B-XA1207672-190424-02988,0
I-B-XA1207672-190424-02954,0
I-B-XA1207672-190905-00594,0
I-B-XA1207672-190513-01205,0
I-B-XA1207672-190503-00925,0
I-B-XA1207672-190508-03895,0
I-B-XA1207672-190904-01387,0
I-B-XA1207672-190508-02170,0
I-B-XA1207672-190519-00029,0
I-B-XA1207672-190508-02685,0
I-B-XA1207672-190802-00322,0
I-B-XA1207672-190907-01553,0
I-B-XA1207672-190906-03361,0
I-B-XA1207672-190906-02290,0
I-B-XA1207672-190503-02882,0
I-B-XA1207672-190528-02473,0
I-B-XA1207672-190427-02271,0
I-B-XA1207672-190520-00397,0
I-B-XA1207672-190801-03723,0
I-B-XA1207672-190801-01631,0
I-B-XA1207672-190519-00043,0
I-B-XA1207672-190802-00629,0
I-B-XA1207672-190830-01092,0
I-B-XA1207672-190429-00382,0
I-B-XA1207672-190508-02725,0
I-B-XA1207672-190621-01518,0
I-B-XA1207672-190713-00474,0
I-B-XA1207672-190504-00077,0
I-B-XA1207672-190801-01692,0
I-B-XA1207672-190513-01361,0
I-B-XA1207672-190530-03673,0
I-B-XA1207672-190801-01639,0
I-B-XA1207672-190801-03660,0
I-B-XA1207672-190424-02665,0
I-B-XA1207672-190830-03103,0
I-B-XA1207672-190528-02117,0
I-B-XA1207672-190513-00896,0
I-B-XA1207672-190907-00445,0
I-B-XA1207672-190831-00158,0
I-B-XA1207672-190713-00656,0
I-B-XA1207672-190527-00735,0
I-B-XA1207672-190703-01124,0
I-B-XA1207672-190830-04035,0
I-B-XA1207672-190801-01429,0
I-B-XA1207672-190830-04229,0
I-B-XA1207672-190906-02391,0
I-B-XA1207672-190520-01120,0
I-B-XA1207672-190821-01376,0
I-B-XA1207672-190830-02535,0
I-B-XA1207672-190907-00955,0
I-B-XA1207672-190905-00524,0
I-B-XA1207672-190504-01844,0
I-B-XA1207672-190422-00803,0
I-B-XA1207672-190830-02653,0
I-B-XA1207672-190513-00928,0
I-B-XA1207672-190802-01969,0
I-B-XA1207672-190906-04072,0
I-B-XA1207672-190530-03799,0
I-B-XA1207672-190830-02508,0
I-B-XA1207672-190424-02047,0
I-B-XA1207672-190802-00126,0
I-B-XA1207672-190829-00330,0
I-B-XA1207672-190727-00897,0
I-B-XA1207672-190610-00458,0
I-B-XA1207672-190801-02491,0
I-B-XA1207672-190503-02408,0
I-B-XA1207672-190713-00202,0
I-B-XA1207672-190627-01517,0
I-B-XA1207672-190713-00311,0
I-B-XA1207672-190907-00115,0
I-B-XA1207672-190528-01535,0
I-B-XA1207672-190502-02981,0
I-B-XA1207672-190830-03121,0
I-B-XA1207672-190424-01955,0
I-B-XA1207672-190513-01186,0
I-B-XA1207672-190906-01830,0
I-B-XA1207672-190429-00025,0
I-B-XA1207672-190513-00110,0
I-B-XA1207672-190502-01334,0
I-B-XA1207672-190712-01403,0
I-B-XA1207672-190802-00959,0
I-B-XA1207672-190907-00895,0
I-B-XA1207672-190503-03937,0
I-B-XA1207672-190828-03219,0
I-B-XA1207672-190610-00273,0
I-B-XA1207672-190424-02245,0
I-B-XA1207672-190828-03034,0
I-B-XA1207672-190906-02206,0
I-B-XA1207672-190424-02585,0
I-B-XA1207672-190815-01086,0
I-B-XA1207672-190906-02925,0
I-B-XA1207672-190504-00382,0
I-B-XA1207672-190528-02626,0
I-B-XA1207672-190830-00682,0
I-B-XA1207672-190610-00776,0
I-B-XA1207672-190801-01104,0
I-B-XA1207672-190706-01399,0
I-B-XA1207672-190815-00798,0
I-B-XA1207672-190424-02013,0
I-B-XA1207672-190907-02391,0
I-B-XA1207672-190712-00756,0
I-B-XA1207672-190829-00491,0
I-B-XA1207672-190830-02004,0
I-B-XA1207672-190712-03126,0
I-B-XA1207672-190802-01197,0
I-B-XA1207672-190828-01674,0
I-B-XA1207672-190513-00701,0
I-B-XA1207672-190828-00958,0
I-B-XA1207672-190627-01576,0
I-B-XA1207672-190803-00553,0
I-B-XA1207672-190520-01306,0
I-B-XA1207672-190504-00127,0
I-B-XA1207672-190504-00316,0
I-B-XA1207672-190904-00996,0
I-B-XA1207672-190907-00085,0
I-B-XA1207672-190429-00972,0
I-B-XA1207672-190706-02450,0
I-B-XA1207672-190503-03735,0
I-B-XA1207672-190801-03760,0
I-B-XA1207672-190508-02339,0
I-B-XA1207672-190831-00219,0
I-B-XA1207672-190802-03064,0
I-B-XA1207672-190802-00204,0
I-B-XA1207672-190528-02724,0
I-B-XA1207672-190706-02506,0
I-B-XA1207672-190829-00691,0
I-B-XA1207672-190815-00123,0
I-B-XA1207672-190520-01168,0
I-B-XA1207672-190904-01373,0
I-B-XA1207672-190713-00300,0
I-B-XA1207672-190829-00195,0
I-B-XA1207672-190830-02899,0
I-B-XA1207672-190712-01402,0
I-B-XA1207672-190906-03933,0
I-B-XA1207672-190821-01030,0
I-B-XA1207672-190530-02991,0
I-B-XA1207672-190801-01123,0
I-B-XA1207672-190530-03819,0
I-B-XA1207672-190503-00568,0
I-B-XA1207672-190425-01056,0
I-B-XA1207672-190621-01326,0
I-B-XA1207672-190527-00586,0
I-B-XA1207672-190828-01485,0
I-B-XA1207672-190422-00176,0
I-B-XA1207672-190828-03460,0
I-B-XA1207672-190429-00962,0
I-B-XA1207672-190727-01005,0
I-B-XA1207672-190503-00054,0
I-B-XA1207672-190907-02102,0
I-B-XA1207672-190830-02415,0
I-B-XA1207672-190815-00740,0
I-B-XA1207672-190830-03005,0
I-B-XA1207672-190425-00592,0
I-B-XA1207672-190830-04103,0
I-B-XA1207672-190503-00247,0
I-B-XA1207672-190503-00140,0
I-B-XA1207672-190815-01698,0
I-B-XA1207672-190513-01175,0
I-B-XA1207672-190830-04580,0
I-B-XA1207672-190830-01776,0
I-B-XA1207672-190905-00555,0
I-B-XA1207672-190907-00034,0
I-B-XA1207672-190425-00498,0
I-B-XA1207672-190727-01542,0
I-B-XA1207672-190801-02591,0
I-B-XA1207672-190531-00009,0
I-B-XA1207672-190503-03314,0
I-B-XA1207672-190503-04293,0
I-B-XA1207672-190425-00500,0
I-B-XA1207672-190905-01353,0
I-B-XA1207672-190829-00339,0
I-B-XA1207672-190508-02024,0
I-B-XA1207672-190503-02277,0
I-B-XA1207672-190803-00189,0
I-B-XA1207672-190504-01033,0
I-B-XA1207672-190712-01873,0
I-B-XA1207672-190621-01383,0
I-B-XA1207672-190905-03946,0
I-B-XA1207672-190828-01154,0
I-B-XA1207672-190801-01474,0
I-B-XA1207672-190712-01193,0
I-B-XA1207672-190829-00268,0
I-B-XA1207672-190830-01439,0
I-B-XA1207672-190508-02767,0
I-B-XA1207672-190830-01286,0
I-B-XA1207672-190527-00245,0
I-B-XA1207672-190906-00582,0
I-B-XA1207672-190508-02474,0
I-B-XA1207672-190701-00632,0
I-B-XA1207672-190905-00600,0
I-B-XA1207672-190508-03464,0
I-B-XA1207672-190530-03320,0
I-B-XA1207672-190610-00676,0
I-B-XA1207672-190429-01290,0
I-B-XA1207672-190513-01007,0
I-B-XA1207672-190802-02380,0
I-B-XA1207672-190815-01423,0
I-B-XA1207672-190429-00196,0
I-B-XA1207672-190802-01795,0
I-B-XA1207672-190830-04415,0
I-B-XA1207672-190906-03821,0
I-B-XA1207672-190815-01802,0
I-B-XA1207672-190830-02860,0
I-B-XA1207672-190530-03410,0
I-B-XA1207672-190831-00235,0
I-B-XA1207672-190422-00255,0
I-B-XA1207672-190831-00582,0
I-B-XA1207672-190831-00677,0
I-B-XA1207672-190528-01995,0
I-B-XA1207672-190422-00502,0
I-B-XA1207672-190706-02366,0
I-B-XA1207672-190829-00666,0
I-B-XA1207672-190528-02656,0
I-B-XA1207672-190429-00492,0
I-B-XA1207672-190508-03059,0
I-B-XA1207672-190504-00404,0
I-B-XA1207672-190904-01488,0
I-B-XA1207672-190905-00362,0
I-B-XA1207672-190727-01449,0
I-B-XA1207672-190429-00161,0
I-B-XA1207672-190906-00749,0
I-B-XA1207672-190422-00470,0
I-B-XA1207672-190828-03119,0
I-B-XA1207672-190520-00002,0
I-B-XA1207672-190527-00409,0
I-B-XA1207672-190429-00734,0
I-B-XA1207672-190712-03245,0
I-B-XA1207672-190906-01006,0
I-B-XA1207672-190830-03139,0
I-B-XA1207672-190513-01222,0
I-B-XA1207672-190801-03560,0
I-B-XA1207672-190906-00317,0
I-B-XA1207672-190504-02002,0
I-B-XA1207672-190830-04978,0
I-B-XA1207672-190503-03028,0
I-B-XA1207672-190530-03975,0
I-B-XA1207672-190828-03181,0
I-B-XA1207672-190706-01735,0
I-B-XA1207672-190821-00957,0
I-B-XA1207672-190508-02490,0
I-B-XA1207672-190802-01536,0
I-B-XA1207672-190504-00637,0
I-B-XA1207672-190904-01722,0
I-B-XA1207672-190815-01004,0
I-B-XA1207672-190508-02537,0
I-B-XA1207672-190621-01354,0
I-B-XA1207672-190527-00491,0
I-B-XA1207672-190828-01339,0
I-B-XA1207672-190905-03267,0
I-B-XA1207672-190508-01873,0
I-B-XA1207672-190712-03353,0
I-B-XA1207672-190830-02358,0
I-B-XA1207672-190802-01105,0
I-B-XA1207672-190905-00872,0
I-B-XA1207672-190801-01418,0
I-B-XA1207672-190528-02226,0
I-B-XA1207672-190520-00845,0
I-B-XA1207672-190904-01528,0
I-B-XA1207672-190504-01092,0
I-B-XA1207672-190503-00667,0
I-B-XA1207672-190621-01603,0
I-B-XA1207672-190520-01104,0
I-B-XA1207672-190422-00460,0
I-B-XA1207672-190828-00828,0
I-B-XA1207672-190907-01423,0
I-B-XA1207672-190802-00688,0
I-B-XA1207672-190712-01579,0
I-B-XA1207672-190904-01143,0
I-B-XA1207672-190429-01016,0
I-B-XA1207672-190627-01495,0
I-B-XA1207672-190906-01467,0
I-B-XA1207672-190503-02479,0
I-B-XA1207672-190906-03300,0
I-B-XA1207672-190504-01643,0
I-B-XA1207672-190712-03393,0
I-B-XA1207672-190803-00432,0
I-B-XA1207672-190907-02058,0
I-B-XA1207672-190904-01152,0
I-B-XA1207672-190715-00201,0
I-B-XA1207672-190528-03076,0
I-B-XA1207672-190530-03517,0
I-B-XA1207672-190828-01074,0
I-B-XA1207672-190425-00489,0
I-B-XA1207672-190830-04042,0
I-B-XA1207672-190621-03363,0
I-B-XA1207672-190906-03991,0
I-B-XA1207672-190621-03209,0
I-B-XA1207672-190424-02482,0
I-B-XA1207672-190907-01439,0
I-B-XA1207672-190906-03368,0
I-B-XA1207672-190520-01195,0
I-B-XA1207672-190502-02425,0
I-B-XA1207672-190801-02317,0
I-B-XA1207672-190528-03374,0
I-B-XA1207672-190513-01282,0
I-B-XA1207672-190527-00664,0
I-B-XA1207672-190906-02111,0
I-B-XA1207672-190520-00121,0
I-B-XA1207672-190712-03090,0
I-B-XA1207672-190907-01209,0
I-B-XA1207672-190527-00104,0
I-B-XA1207672-190906-01690,0
I-B-XA1207672-190503-00761,0
I-B-XA1207672-190905-00345,0
I-B-XA1207672-190504-01763,0
I-B-XA1207672-190503-03287,0
I-B-XA1207672-190712-00825,0
I-B-XA1207672-190906-01989,0
I-B-XA1207672-190528-02844,0
I-B-XA1207672-190712-03076,0
I-B-XA1207672-190503-00594,0
I-B-XA1207672-190503-04322,0
I-B-XA1207672-190831-00757,0
I-B-XA1207672-190828-03052,0
I-B-XA1207672-190530-03569,0
I-B-XA1207672-190905-00542,0
I-B-XA1207672-190904-01732,0
