PROC_TRACEINFO,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value
I-B-XA1207672-190803-00097,154.3,168.08,185.5,104.6,11.8,12.29,0.36,11.98,6.6,27.46,12.2,105.02,6.64
I-B-XA1207672-190610-01016,164.3,163.23,162.4,119.16,11.88,12.25,,11.97,6.61,22.57,19.3,91.26,6.6
I-B-XA1207672-190815-01829,164.3,158.1,160,114.79,11.83,12.27,0.38,11.97,6.61,25.75,31,109.02,6.61
I-B-XA1207672-190828-03503,142.7,155.71,125.3,111.83,12.12,12.22,0.39,11.97,6.41,21.81,20.5,97.87,6.41
I-B-XA1207672-190706-02625,195.2,158.43,163,115.98,11.78,12.27,,11.97,6.61,23.58,17.3,88.54,6.61
I-B-XA1207672-190904-01279,155.3,147.97,135.2,108.91,12.11,12.23,0.35,11.97,6.4,21.48,20.8,90.81,6.41
I-B-XA1207672-190802-00929,173.7,143.18,149.7,117.4,11.84,12.26,0.32,11.98,6.61,25.25,22.5,100.11,6.62
I-B-XA1207672-190706-02012,180.3,150.21,197.4,105.83,11.77,12.21,,11.98,6.6,23.44,16,98.37,6.57
I-B-XA1207672-190815-00175,166.2,0,162.4,115.12,0,12.19,0.37,11.97,6.61,0,22.9,0,6.63
I-B-XA1207672-190802-00784,161.1,147.55,142.4,112.43,11.84,12.18,0.36,11.97,6.61,22.77,21.8,95.19,6.61
I-B-XA1207672-190907-00167,158.8,150.85,197.6,117.55,12.06,12.2,0.41,11.97,6.41,23.54,19.1,102.39,6.39
I-B-XA1207672-190629-00702,144.1,148.98,172.3,105.84,11.75,12.3,,11.98,6.61,26.77,11.2,106.15,6.61
I-B-XA1207672-190503-00112,171.9,158.22,150.6,114.45,12.09,12.23,,11.97,6.62,23.68,13.9,96.39,6.6
I-B-XA1207672-190504-00537,165.6,172.04,123.6,117.6,12.05,12.26,,11.97,6.63,20.58,18.3,103.82,6.63
I-B-XA1207672-190906-02870,181.5,154.45,178.2,111.18,12.03,12.25,0.41,11.97,6.41,25.06,26.1,100.09,6.41
I-B-XA1207672-190802-02225,181.1,154.41,180.6,112.92,11.84,12.38,0.35,11.97,6.6,25.55,13.3,93.25,6.61
I-B-XA1207672-190906-00860,153.7,137.73,132.1,116.36,12.05,12.29,0.41,11.97,6.4,23.89,15.5,96.94,6.4
I-B-XA1207672-190907-00457,180.9,157.49,156.5,115.86,12.05,12.26,0.41,11.97,6.41,22.49,11.3,91.29,6.4
I-B-XA1207672-190504-01179,138.5,168.78,157.6,119.89,12.07,12.14,,11.97,6.63,24.15,23.4,93.55,6.61
I-B-XA1207672-190906-01941,166.3,134.92,152,115.55,12.05,12.25,0.41,11.97,6.41,23.95,16.7,104.64,6.43
I-B-XA1207672-190727-00812,138.3,146.6,159.5,114.34,11.86,12.27,0.42,11.97,6.61,24.88,14.6,97.83,6.6
I-B-XA1207672-190508-01990,154.3,160.02,154,118.33,12.1,12.17,,11.97,6.61,21.47,21.4,103.91,6.61
I-B-XA1207672-190503-02843,155.2,171.29,147.6,112.12,12.06,12.3,,11.98,6.62,22.96,9.4,94.74,6.61
I-B-XA1207672-190621-01113,149.1,158.67,149.1,118.17,11.87,12.26,,11.97,6.61,25.35,11.5,91.04,6.61
I-B-XA1207672-190828-03430,157.7,150.14,158.8,112.98,12.12,12.16,0.39,11.97,6.41,24.47,24.7,101.62,6.43
I-B-XA1207672-190905-00894,154.2,151.92,138.6,113.91,12.09,12.23,0.41,11.97,6.4,23.96,18.8,96.61,6.41
I-B-XA1207672-190905-01220,123,134.85,158.2,114.03,12.11,12.18,0.39,11.98,6.41,21.66,17.3,90.31,6.41
I-B-XA1207672-190906-01685,149.2,155.03,192.5,118.82,12.03,12.35,0.41,11.97,6.41,24.66,12.8,107.15,6.41
I-B-XA1207672-190801-01960,172.7,143.74,186.5,117.51,11.85,12.36,0.38,11.97,6.6,23.12,21.7,91.99,6.61
I-B-XA1207672-190508-03068,164.3,164.22,148.7,110.8,12.09,12.2,,11.97,6.62,23.93,50.2,97.61,6.66
I-B-XA1207672-190503-02663,164.5,164.6,188.4,118.86,12.05,12.22,,11.97,6.62,23.05,17.8,96.68,6.61
I-B-XA1207672-190706-01516,148,144.92,193.8,110.64,11.8,12.24,,11.97,6.6,21.79,16.4,93.16,6.61
I-B-XA1207672-190907-01712,143.3,155.22,185.5,111.14,12.05,12.15,0.41,11.97,6.41,21.37,22.1,98.08,6.43
I-B-XA1207672-190802-01384,138,159.73,154.9,107.69,11.85,12.24,0.36,11.98,6.63,24.28,13.2,97.55,6.62
I-B-XA1207672-190621-01099,112.2,167.87,163.2,118.86,11.88,12.26,,11.97,6.61,25.3,13.7,95.55,6.61
I-B-XA1207672-190513-00278,145,171.88,148.1,112.65,11.9,12.27,,11.97,6.62,28.14,17.4,95.13,6.63
I-B-XA1207672-190425-00134,169.5,174.73,161.8,115.08,12.06,12.25,,11.98,6.63,23.24,14.3,97.05,6.61
I-B-XA1207672-190907-02554,181.7,138.2,132.9,111.97,12.06,12.18,0.41,11.97,6.41,20.82,14.5,96.67,6.41
I-B-XA1207672-190420-01128,145.1,161.89,147.1,112.87,12.09,12.19,,11.97,6.62,21.06,18.1,100.13,6.63
I-B-XA1207672-190627-01213,188.9,156.86,140,114.63,11.7,12.3,,11.97,6.6,22.71,12.4,93.56,6.6
I-B-XA1207672-190815-00299,145.4,158.49,150.6,111.09,11.83,12.19,0.39,11.97,6.61,27.05,19.3,109.4,6.6
I-B-XA1207672-190424-02549,158.7,172.79,149.9,115.49,12.07,12.27,,11.97,6.62,23.13,31,99.13,6.61
I-B-XA1207672-190520-00609,171.4,170.21,172.5,117.14,11.89,12.34,,11.97,6.62,24.13,12.8,94.29,6.62
I-B-XA1207672-190502-01256,156.2,175.11,163.7,113.24,12.06,12.21,,11.98,6.62,24.32,18.2,100.4,6.61
I-B-XA1207672-190907-00789,162.5,150.76,168.7,111.33,12.05,12.24,0.41,11.97,6.41,20.7,22.9,100.4,6.41
I-B-XA1207672-190906-01701,159.6,144.84,156,116.99,12.04,12.28,0.41,11.97,6.41,24.38,16,99.96,6.43
I-B-XA1207672-190513-00522,141.4,160.66,163.9,112.62,11.92,12.25,,11.97,6.6,24.87,26.7,111.17,6.6
I-B-XA1207672-190422-00455,170.2,179.6,180.5,115.01,12.08,12.19,,11.97,6.62,23.64,17.4,101.94,6.64
I-B-XA1207672-190828-03168,171.3,150.59,157,106.65,12.13,12.26,0.37,11.97,6.4,21.63,13.8,96.38,6.41
I-B-XA1207672-190830-02859,150,153.9,154.8,113.84,12.1,12.34,0.4,11.97,6.41,18.92,17.9,86.29,6.42
I-B-XA1207672-190706-02002,141.4,147.87,166.8,112.63,11.79,12.26,,11.97,6.61,23.9,14.7,94.96,6.61
I-B-XA1207672-190422-00271,165.1,173.47,156.9,114.57,12.08,12.25,,11.97,6.61,21.53,13.5,100.84,6.62
I-B-XA1207672-190610-00240,139.2,155.22,170.2,120.43,11.91,12.27,,11.97,6.62,24.25,14.2,94.46,6.63
I-B-XA1207672-190422-00342,164.6,165.28,170.6,115.12,12.08,12.19,,11.97,6.6,24.18,23,100.98,6.6
I-B-XA1207672-190503-02444,145,169.36,162.4,117.87,12.06,12.07,,11.97,6.62,22.55,33.2,97.38,6.62
I-B-XA1207672-190530-03389,169.9,154.28,161.3,110.23,11.9,12.32,,11.97,6.63,21.77,15.7,91.9,6.63
I-B-XA1207672-190828-01379,175.6,158.13,168.3,109.55,12.15,12.2,0.41,11.97,6.42,21.07,18.5,93.97,6.42
I-B-XA1207672-190530-03244,155.8,152.29,136.3,116.03,11.93,12.24,,11.97,6.61,22.76,19.2,86.63,6.62
I-B-XA1207672-190528-03046,139.8,148.51,152.5,109.2,11.91,12.2,,11.97,6.62,22.97,15.9,91.7,6.6
I-B-XA1207672-190905-01043,162.6,159.73,143.7,115.71,12.11,12.2,0.41,11.97,6.41,24.66,15.9,107.25,6.41
I-B-XA1207672-190830-01130,158.8,148.89,140.3,113.77,12.1,12.27,0.41,11.97,6.41,16.99,15.4,80.09,6.41
I-B-XA1207672-190513-00457,144.8,166.79,180.6,113.54,11.96,12.29,,11.97,6.62,25.65,17.3,94.51,6.61
I-B-XA1207672-190422-00397,164.7,180.32,176.7,113.47,12.08,12.19,,11.97,6.62,23.6,21.9,99.51,6.61
I-B-XA1207672-190706-01368,171.2,156.79,192.6,110.67,11.76,12.37,,11.98,6.61,23.97,12.1,98.1,6.6
I-B-XA1207672-190906-01415,157.4,154.62,172.5,113.05,12.04,12.41,0.41,11.97,6.4,23.81,13.9,103.27,6.4
I-B-XA1207672-190508-03584,149.8,172.62,185.7,115.92,12.07,12.24,,11.97,6.63,23.68,13.9,99.41,6.61
I-B-XA1207672-190424-03240,147.3,169.23,151.2,109.8,12.06,12.24,,11.97,6.62,22.69,15.1,104.45,6.63
I-B-XA1207672-190621-01009,153.4,145.01,147.3,125,11.9,12.31,,11.97,6.61,23.34,15.3,93.11,6.62
I-B-XA1207672-190815-00044,182.5,161.11,136,115.7,11.84,12.31,0.37,11.97,6.61,25.17,25.7,96.68,6.61
I-B-XA1207672-190425-00264,183,178.92,142.5,118.58,12.06,12.27,,11.97,6.62,22.41,20.6,103.23,6.61
I-B-XA1207672-190713-00957,141.4,161.84,160.1,111.43,11.82,12.26,,11.97,6.61,26.6,12.5,106.42,6.61
I-B-XA1207672-190830-04704,181.2,152.52,197.3,113.75,12.11,12.33,0.4,11.97,6.41,18.53,11.8,81.45,6.41
I-B-XA1207672-190907-00013,157.8,139.69,176.5,113.29,12.07,12.23,0.41,11.97,6.41,21.78,16.3,92.13,6.41
I-B-XA1207672-190801-01579,162.5,158.59,158.3,114.38,11.82,12.23,0.38,11.97,6.61,24.36,19.5,100.54,6.61
I-B-XA1207672-190907-00956,166.7,129.48,160.7,114.95,12.06,12.28,0.41,11.97,6.41,20.12,21.1,95,6.41
I-B-XA1207672-190905-03908,153.5,139,135.7,113.19,12.1,12.17,0.41,11.97,6.41,24.33,21.4,99.06,6.4
I-B-XA1207672-190425-00664,185,168.43,171.8,113.89,12.09,12.26,,11.97,6.62,23.5,14.9,102.16,6.62
I-B-XA1207672-190727-01622,190.6,147.64,168.4,114.66,11.84,12.29,0.38,11.97,6.63,24.96,14.3,94.22,6.6
I-B-XA1207672-190425-00140,197.5,178.36,197.4,113.76,12.06,12.24,,11.97,6.57,23.75,16.7,104.44,6.58
I-B-XA1207672-190904-01209,149.1,132.3,154.9,114.55,12.09,12.22,0.37,11.97,6.41,23.68,16.1,96.11,6.43
I-B-XA1207672-190530-03277,138.4,154.97,188,110.91,11.91,12.24,,11.98,6.61,24.67,21.1,96.2,6.61
I-B-XA1207672-190727-01395,164.5,143.82,172.8,109.66,11.85,12.22,0.4,11.97,6.62,21.67,36.6,88.39,6.61
I-B-XA1207672-190821-01408,165.3,150.13,116.4,119.8,11.82,12.24,0.38,11.97,6.61,24.43,24,96.52,6.62
I-B-XA1207672-190828-01190,139.3,158.39,178.5,121.48,12.13,12.39,0.4,11.97,6.4,20.05,13.4,94.71,6.41
I-B-XA1207672-190828-01441,148.4,159.03,158.3,113.4,12.13,12.3,0.39,11.97,6.41,21.48,12.8,100.5,6.42
I-B-XA1207672-190621-01368,146.1,147.69,158.5,109.78,11.89,12.38,,11.97,6.61,23.66,22.2,97.22,6.6
I-B-XA1207672-190821-00958,144.1,152.92,141.8,111.77,11.82,12.31,0.4,11.97,6.61,25.97,15.9,107.2,6.62
I-B-XA1207672-190905-01317,151.2,145.95,151,113.05,12.1,12.19,0.41,11.97,6.4,22.18,20.4,92.65,6.43
I-B-XA1207672-190527-00739,161.3,157.33,165.5,107.79,11.93,12.32,,11.98,6.63,25.07,18.5,96.36,6.61
I-B-XA1207672-190502-02640,149.5,169.39,153.9,114.1,12.06,12.38,,11.97,6.62,24.32,20.5,95.29,6.61
I-B-XA1207672-190508-03558,152.9,173.97,148.9,116.36,12.08,12.22,,11.97,6.62,22.81,16.3,105.72,6.61
I-B-XA1207672-190503-00771,174.5,172.67,158.7,118.77,12.06,12.22,,11.97,6.62,23.05,23.8,96.36,6.61
I-B-XA1207672-190802-00531,173.2,152.99,169.3,108.98,11.81,12.2,0.38,11.97,6.61,24.63,28.9,95.1,6.61
I-B-XA1207672-190513-01597,148.8,160.43,132.8,121.84,11.94,12.2,,11.97,6.64,30.89,12.3,100.05,6.61
I-B-XA1207672-190530-03202,141.7,170.19,163.7,109.91,11.89,12.16,,11.97,6.6,22.01,20.5,86.8,6.61
I-B-XA1207672-190504-00228,141.8,166.96,168.6,120.07,12.06,12.24,,11.97,6.61,20.45,18.6,90.01,6.62
I-B-XA1207672-190803-00323,164.4,165.75,145.2,116.62,11.79,12.29,0.38,11.97,6.61,24.2,11.5,97.94,6.6
I-B-XA1207672-190503-02993,156.2,152.4,155.4,107.89,12.09,12.16,,11.97,6.61,21.66,25.1,97.87,6.63
I-B-XA1207672-190906-03110,155.4,136.4,178.9,116.83,12.04,12.31,0.41,11.97,6.41,23.07,13,97.7,6.41
I-B-XA1207672-190906-03002,161.4,135.56,166,109.83,12.05,12.28,0.41,11.97,6.41,23.2,13.4,100.58,6.4
I-B-XA1207672-190828-01940,150.5,155.25,156.2,115.04,12.13,12.38,0.39,11.97,6.4,20.56,11.1,96.82,6.41
I-B-XA1207672-190830-04460,148.5,151.71,161.3,118.14,12.13,12.27,0.39,11.97,6.41,17.07,15.4,77.2,6.4
I-B-XA1207672-190801-01080,166.7,155.36,151.2,112.5,11.82,12.3,0.38,11.97,6.61,26.14,21,100.05,6.61
I-B-XA1207672-190425-00925,155.6,189.34,167,111.96,12.07,12.34,,11.97,6.62,24.45,8.9,109.86,6.63
I-B-XA1207672-190803-00052,191.6,160.02,163,115.42,11.8,12.27,0.35,11.98,6.6,25.98,26.4,102.36,6.61
I-B-XA1207672-190508-02574,157,152.57,155.4,111.69,12.09,12.12,,11.97,6.63,22.2,21.8,101.85,6.6
I-B-XA1207672-190706-02468,153.7,161.87,192.1,114.61,11.76,12.24,,11.98,6.6,25.09,17.7,94.41,6.61
I-B-XA1207672-190906-00541,146.3,131.43,141.4,108.62,12.04,12.32,0.41,11.97,6.41,24.67,31.7,101.51,6.41
I-B-XA1207672-190712-01769,197.9,159.42,148.8,115.29,11.83,12.16,,11.97,6.13,26.85,17.2,99.84,6.61
I-B-XA1207672-190527-00283,175,164.77,191.9,115.36,11.91,12.25,,11.97,6.6,23.06,12.4,92.46,6.63
I-B-XA1207672-190424-03222,165.5,162.41,144.5,116.19,12.08,12.18,,11.98,6.6,23.36,22.6,100.81,6.61
I-B-XA1207672-190706-02573,166.5,150.12,168.1,112.87,11.79,12.28,,11.97,6.61,23.97,15.5,91.82,6.63
I-B-XA1207672-190513-01063,140.2,177.21,161.9,115.31,11.92,12.22,,11.97,6.62,26.48,14.5,102.44,6.61
I-B-XA1207672-190830-02841,141.5,154.01,140,108.56,12.12,12.26,0.4,11.97,6.4,20.29,19.3,85.11,6.42
I-B-XA1207672-190905-03300,170.5,150.67,160.8,115.33,12.1,12.26,0.41,11.97,6.4,23.16,12.6,100.44,6.43
I-B-XA1207672-190621-01486,132,151.25,146.4,115.2,11.89,12.21,,11.97,6.61,23.27,14.9,95.65,6.6
I-B-XA1207672-190530-03223,165.9,153.52,136.1,112.94,11.92,12.23,,11.97,6.62,24.23,26.1,91.49,6.62
I-B-XA1207672-190531-00230,164.9,159.68,162,113.56,11.9,12.29,,11.97,6.62,23.3,15.1,88.56,6.61
I-B-XA1207672-190713-00731,192.4,168.21,158.9,113.12,11.83,12.28,,11.97,6.6,25.18,13.4,106.86,6.61
I-B-XA1207672-190906-00774,130.4,149.58,158.8,111.55,12.03,12.34,0.41,11.97,6.41,25.4,10.4,102.54,6.42
I-B-XA1207672-190713-00950,182.6,161.67,162.3,110.54,11.83,12.22,,11.97,6.61,27.47,25.4,104.59,6.63
I-B-XA1207672-190801-01072,156.5,152.16,161,114.44,11.8,12.23,0.35,11.97,6.61,27.31,16.2,102.25,6.61
I-B-XA1207672-190906-00354,191.1,153.51,153.9,113.09,12.03,12.22,0.41,11.97,6.41,21.61,13.6,102.46,6.4
I-B-XA1207672-190528-03352,153.6,164.8,161.4,119.84,11.88,12.23,,11.97,6.62,22.15,37.1,89.16,6.61
I-B-XA1207672-190801-03597,148.1,141.33,157.9,114.36,11.86,12.17,0.38,11.97,6.61,24.01,30,91.77,6.61
I-B-XA1207672-190627-01625,163.3,150.78,160.3,113.44,11.7,12.22,,11.97,6.63,22.79,25,97.61,6.61
I-B-XA1207672-190801-02447,167.8,157.83,179,109.28,11.84,12.24,0.3,11.98,6.61,25.64,27.5,97.25,6.61
I-B-XA1207672-190830-01187,160,145.97,145.3,115.04,12.11,12.36,0.4,11.97,6.42,17.54,8.7,82.73,6.41
I-B-XA1207672-190513-00686,163.2,168.41,151.8,116.29,11.92,12.29,,11.97,6.64,27.7,11.2,102.35,6.62
I-B-XA1207672-190513-00063,156.3,168.61,151.8,113.82,12,12.3,,11.97,6.62,26.57,15.2,97.23,6.61
I-B-XA1207672-190503-00582,197.6,155.27,143.9,120.47,12.08,12.14,,11.97,6.17,22.29,35.7,93.47,6.61
I-B-XA1207672-190627-01790,164.4,139.38,165.8,115.71,11.71,12.28,,11.97,6.6,25.12,11.4,105.52,6.61
I-B-XA1207672-190906-00339,160.3,159.9,134.7,113.64,12.03,12.19,0.41,11.97,6.4,22.29,17,99.09,6.41
I-B-XA1207672-190504-00642,180.2,175.7,172.8,115.08,12.06,12.25,,11.97,6.62,24.84,14.8,107.1,6.6
I-B-XA1207672-190508-02095,165.5,173.56,146.1,111.77,12.07,12.26,,11.98,6.62,23.54,20.6,105.5,6.61
I-B-XA1207672-190530-03308,156.3,155.18,168.9,110.27,11.91,12.26,,11.97,6.62,25.01,12.6,91.36,6.61
I-B-XA1207672-190830-02385,166.1,150.78,157.2,108.57,12.11,12.28,0.37,11.97,6.4,18.29,17.1,82.55,6.41
I-B-XA1207672-190905-04207,138.6,149.88,150.8,110.48,12.03,12.35,0.41,11.97,6.41,22.4,19.2,105.67,6.41
I-B-XA1207672-190422-00129,139.6,164.65,147.2,114.99,12.09,12.11,,11.97,6.62,23.06,28,101.54,6.61
I-B-XA1207672-190907-02576,164.1,153.72,158.2,117.61,12.05,12.27,0.41,11.97,6.43,21.95,14.1,91.26,6.4
I-B-XA1207672-190830-04033,142.7,149.44,192.3,113.66,12.13,12.28,0.39,11.97,6.4,18.2,16.2,77.56,6.41
I-B-XA1207672-190906-02687,162.8,151.33,143,121.22,12.03,12.31,0.41,11.97,6.41,24.1,21.3,103.69,6.4
I-B-XA1207672-190502-01291,159.8,168.32,131.6,114.32,12.06,12.21,,11.97,6.62,24.55,11.9,97.53,6.6
I-B-XA1207672-190905-00453,142.8,157.26,156.9,108.56,12.12,12.33,0.41,11.97,6.42,24.51,15.2,106.48,6.41
I-B-XA1207672-190422-00022,154.1,168.44,176.3,115.85,12.09,12.21,,11.97,6.62,21.08,20.8,99.57,6.6
I-B-XA1207672-190528-02063,166.3,150.97,165.5,111.28,11.91,12.32,,11.97,6.62,21.31,10.7,94.84,6.63
I-B-XA1207672-190422-00113,147.4,164.29,173.6,111.35,12.1,12.17,,11.97,6.62,20.69,25.2,98.62,6.61
I-B-XA1207672-190508-02836,155.3,174.74,151.4,112.75,12.06,12.18,,11.97,6.66,26.4,14.2,104.43,6.6
I-B-XA1207672-190727-01698,166.9,134.99,136.2,107.31,11.89,12.24,0.39,11.97,6.61,22.67,17.1,95.48,6.61
I-B-XA1207672-190829-00635,153,145.16,151.4,118.02,12.12,12.2,0.39,11.97,6.41,19.37,16.7,84.66,6.41
I-B-XA1207672-190504-01334,154.2,161.81,181.5,113.3,12.08,12.33,,11.97,6.62,25.21,15.3,102.92,6.61
I-B-XA1207672-190906-02367,146.8,130.65,160.9,113.61,12.05,12.22,0.41,11.97,6.4,22.94,15.7,101.61,6.4
I-B-XA1207672-190504-01053,149.3,172.96,170.9,116.67,12.08,12.15,,11.97,6.61,24.47,23.8,104.46,6.61
I-B-XA1207672-190508-03576,164.7,178.16,182.1,112.48,12.07,12.37,,11.97,6.61,24.16,13.1,105.81,6.6
I-B-XA1207672-190520-00366,161.7,170.61,163.6,116.94,11.89,12.29,,11.97,6.62,23.44,12.4,99.62,6.63
I-B-XA1207672-190520-00836,148.2,159.25,156.1,117.32,11.9,12.26,,11.97,6.62,22.67,19.7,96.24,6.61
I-B-XA1207672-190513-00608,165,167.94,155.4,118.97,11.93,12.31,,11.97,6.6,28.31,12,98.62,6.61
I-B-XA1207672-190830-01160,145,138.52,195.3,118.39,12.12,12.29,0.41,11.97,6.41,22.35,14.8,89.73,6.41
I-B-XA1207672-190905-03721,154,140.92,132.3,117.7,12.1,12.29,0.41,11.97,6.41,23.81,13.2,99.02,6.4
I-B-XA1207672-190502-01299,122.4,159.64,141.7,109.47,12.08,12.34,,11.98,6.61,22.7,10.2,98.36,6.61
I-B-XA1207672-190425-00620,143.9,178.69,144.1,114.08,12.06,12.15,,11.97,6.6,22.5,15.2,101.81,6.61
I-B-XA1207672-190508-01153,173.7,155.68,137.3,115.23,12.09,12.37,,11.97,6.62,24.36,10.8,101.53,6.61
I-B-XA1207672-190906-03935,153.9,150.19,151.4,109.64,12.06,12.43,0.41,11.97,6.4,23.35,7.9,95.38,6.42
I-B-XA1207672-190713-00322,197.2,146.87,178.7,118.61,11.84,12.19,,11.97,6.62,25.72,22.1,102.33,6.63
I-B-XA1207672-190504-01653,158.3,166.51,176.9,116.35,12.07,12.28,,11.97,6.6,23.75,18.7,101,6.63
I-B-XA1207672-190802-00206,142.6,139.46,127.1,111.37,11.82,12.33,0.36,11.97,6.61,22,11.7,91.54,6.6
I-B-XA1207672-190906-02825,159.6,143.6,159.1,108.6,12.04,12.27,0.41,11.97,6.41,23.12,17,97.97,6.41
I-B-XA1207672-190429-01113,171.4,155.39,197.5,111.91,12.09,12.17,,11.97,6.61,23.87,25.1,97.97,6.47
I-B-XA1207672-190422-00609,142.2,170.94,144.5,118.16,12.07,12.24,,11.97,6.62,25,19.6,103.17,6.6
I-B-XA1207672-190528-01473,150.7,166.31,170.6,106.88,11.88,12.29,,11.98,6.61,23.99,12.6,95.43,6.61
I-B-XA1207672-190528-02973,149.5,168.08,176.7,112.84,11.88,12.38,,11.97,6.62,22.85,16,90.14,6.61
I-B-XA1207672-190828-01335,169.5,156.4,177.9,113.13,12.13,12.28,0.4,11.97,6.4,21.21,17.6,102.15,6.43
I-B-XA1207672-190802-02530,164.8,156.89,144.5,106.51,11.82,12.21,0.35,11.97,6.61,24.58,15.2,100.43,6.62
I-B-XA1207672-190509-00054,148.8,156.77,176.6,122.06,12.1,12.23,,11.97,6.62,24.74,17.9,100.97,6.61
I-B-XA1207672-190706-02085,151.7,163.86,169.4,111.77,11.77,12.24,,11.97,6.61,24.61,20.9,93.88,6.61
I-B-XA1207672-190422-00388,182.7,178.01,168.9,113.23,12.08,12.15,,11.97,6.62,24.01,38,100.96,6.62
I-B-XA1207672-190802-00418,176.5,160.37,170.9,110.32,11.82,12.2,0.35,11.97,6.6,24.11,21.7,93.24,6.63
I-B-XA1207672-190610-00175,155.1,158.84,159.9,117.35,11.9,12.27,,11.97,6.6,25.94,10.5,97.77,6.61
I-B-XA1207672-190815-00012,171.5,159.62,163.9,115.95,11.83,12.38,0.36,11.97,6.6,26.04,12.6,95.35,6.6
I-B-XA1207672-190828-01310,157.3,156.45,183,114.75,12.13,12.25,0.4,11.97,6.41,21.69,16.9,91.49,6.42
I-B-XA1207672-190829-00695,150.7,148.95,149.8,109.82,12.14,12.28,0.39,11.97,6.4,17.2,18.5,79.73,6.41
I-B-XA1207672-190802-01560,139.3,162.57,156.8,109.3,11.82,12.27,0.34,11.97,6.61,24.46,12.8,104.67,6.61
I-B-XA1207672-190503-03159,155.6,171.45,167.2,112.69,12.06,12.27,,11.97,6.62,22.08,34.8,99.33,6.62
I-B-XA1207672-190508-03850,170.5,174.89,143.7,111.01,12.07,12.24,,11.97,6.62,23.64,12.7,102.36,6.6
I-B-XA1207672-190528-01900,147.3,172.82,153.9,108.71,11.87,12.23,,11.97,6.62,26.77,15.2,96.23,6.62
I-B-XA1207672-190727-01609,179.3,141.62,186.1,106.98,11.85,12.27,0.4,11.97,6.63,24.68,21.4,93.43,6.61
I-B-XA1207672-190713-00452,171.8,158.49,160.5,111.44,11.82,12.21,,11.97,6.6,24.98,16.8,97.46,6.61
I-B-XA1207672-190803-00163,157.9,158.06,179.4,114.07,11.82,12.36,0.3,11.97,6.62,24.3,11.4,97.5,6.61
I-B-XA1207672-190829-00516,181.2,141.2,178.3,112.29,12.13,12.18,0.39,11.97,6.41,18.47,18.2,84.17,6.41
I-B-XA1207672-190828-01060,157.9,153.54,166.2,114.53,12.12,12.27,0.37,11.97,6.41,22.61,11.7,108.71,6.41
I-B-XA1207672-190503-01106,162.6,181.21,161.6,112.57,12.06,12.26,,11.97,6.62,23.56,15.8,104.1,6.61
I-B-XA1207672-190802-01663,138.2,143.27,153.5,116.45,11.83,12.26,0.37,11.97,6.61,22.81,16.7,94.73,6.6
I-B-XA1207672-190906-01330,172.5,155.03,153.4,117.36,12.04,12.27,0.41,11.97,6.4,22.35,16.6,94.45,6.42
I-B-XA1207672-190504-01701,171.3,158.19,166.4,108.72,12.09,12.19,,11.98,6.61,23.77,18.3,97.78,6.61
I-B-XA1207672-190425-00870,155.5,172.47,161.9,111.55,12.08,12.28,,11.97,6.6,21.48,24.5,104.1,6.61
I-B-XA1207672-190904-01675,156.8,136.14,150.6,113.53,12.11,12.28,0.41,11.97,6.41,21.21,13.4,95.41,6.4
I-B-XA1207672-190907-01458,153.6,156.91,146.2,113.3,12.04,12.26,0.41,11.97,6.41,21.51,18.1,97.91,6.44
I-B-XA1207672-190712-01401,197.8,141.51,172.3,112.09,11.86,12.28,,11.97,6.5,27.04,15.2,109.59,6.6
I-B-XA1207672-190429-01165,172.2,165.09,150.2,114.92,12.08,12.17,,11.97,6.61,23.58,23.7,100.53,6.61
I-B-XA1207672-190712-01702,161.9,139.33,197.7,112.47,11.85,12.17,,11.97,6.61,28.07,12.6,103.08,6.37
I-B-XA1207672-190815-01673,165,164.01,156.9,116.86,11.81,12.14,0.37,11.97,6.61,25.23,52.7,107.91,6.61
I-B-XA1207672-190830-01913,144.1,145.64,148.3,114.82,12.11,12.22,0.39,11.97,6.41,21.67,14.5,92.48,6.4
I-B-XA1207672-190801-02391,143.9,147.78,160.7,114.66,11.83,12.21,0.34,11.97,6.6,25.11,28.7,93.49,6.61
I-B-XA1207672-190527-00243,176.2,153.16,163,110.94,11.9,12.35,,11.98,6.62,28.47,12.8,98.7,6.62
I-B-XA1207672-190828-03366,163.1,159.22,160.2,118.06,12.12,12.24,0.35,11.97,6.41,22.88,12,106.81,6.41
I-B-XA1207672-190802-00261,156.1,142.04,150.9,113.35,11.82,12.26,0.34,11.97,6.61,23.6,18,95.97,6.61
I-B-XA1207672-190508-02596,165.1,172.47,163.5,114.41,12.08,12.18,,11.97,6.63,24.31,16.1,104.45,6.61
I-B-XA1207672-190830-03083,143.8,143.67,153,113.46,12.11,12.35,0.4,11.97,6.41,16.9,11.9,82.2,6.41
I-B-XA1207672-190508-03881,151.3,170.68,154.3,114.62,12.07,12.23,,11.98,6.62,25.09,35.8,102.8,6.61
